start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,community,edit community,suburb,recode reason,gps lookup,notes,recode,community_clean,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
Carpenter St & 63rd St,18,0,0,2023/04/26,2023/12/20,41.77987,-87.6509595,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Clark St & Schiller St,18471,476,12,2023/02/01,2024/01/30,41.76086628,-87.64862671,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Eggleston Ave & 69th St,537,43,0,2023/02/03,2024/01/31,41.76883864,-87.6358918,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Ellis Ave & 58th St,9065,445,21,2023/02/01,2024/01/31,41.78044689,-87.63763988,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Halsted St & 56th St,65,0,0,2023/02/02,2023/12/18,41.79292965,-87.64507723,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Halsted St & 59th St,51,2,0,2023/02/08,2024/01/08,41.78753221,-87.64492488,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Halsted St & 63rd St,247,7,0,2023/02/04,2024/01/29,41.77926958,-87.64518261,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Halsted St & 69th St,171,21,3,2023/02/18,2024/01/30,41.768924,-87.64467657,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Halsted St & 73rd St,73,10,0,2023/02/13,2024/01/25,41.76160544,-87.64416098,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Larrabee St & North Ave,7799,166,2,2023/02/01,2024/01/31,41.76590967,-87.64862671,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
May St & 69th St,352,21,3,2023/02/02,2024/01/30,41.76883304,-87.65304518,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - Halsted St & 63rd St,4,1,0,2023/05/30,2024/01/02,41.77967967,-87.64156783,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - Halsted St & 64th St,3,2,0,2023/08/18,2024/01/30,41.77764261,-87.64467239,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - Hamilton Park,2,0,0,2023/09/14,2023/09/20,41.76332483,-87.63779318,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - May St & 63rd St,2,0,0,2023/08/18,2023/10/18,41.77966933,-87.653135,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - Normal Blvd & 61st Pl,4,0,0,2023/07/03,2023/08/21,41.78201878,-87.63749695,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - Peoria St & 60th St,6,1,0,2023/02/08,2024/01/08,41.78455817,-87.65,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Racine Ave & 57th St,6,4,0,2023/11/23,2024/01/25,41.78945683,-87.65471554,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Racine Ave & 61st St,49,1,0,2023/02/21,2024/01/08,41.78313875,-87.65443033,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Racine Ave & 65th St,32,0,0,2023/03/30,2023/11/15,41.775384,-87.65434635,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Stewart Ave & 63rd St,131,5,0,2023/02/04,2024/01/31,41.77979207,-87.63486242,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Wells St & Elm St,30235,948,25,2023/02/01,2024/01/31,41.76590967,-87.65324533,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Wentworth Ave & 63rd St,285,3,0,2023/02/04,2024/01/11,41.78003233,-87.62988269,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Woodlawn Ave & 55th St,10734,446,9,2023/02/01,2024/01/31,41.78044689,-87.64862671,ENGLEWOOD,,,,,,,ENGLEWOOD,0,85652323.08,0,68,68,0,0,42316.8443
Public Rack - Central & Prescott,16,0,0,2023/05/07,2023/07/22,41.99,-87.77,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Cicero & Rosemont,11,1,0,2023/05/04,2024/01/04,41.99565649,-87.75,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Devon Ave & Central Ave,5,0,0,2023/05/05,2023/10/07,41.99738121,-87.76417208,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Devon Ave & Kinzua Ave,1,0,0,2023/06/21,2023/06/21,41.99743983,-87.76463117,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Devon Ave & Minnehaha Ave (east),4,0,0,2023/05/29,2023/10/08,41.99739233,-87.76292133,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Forest Glen & Peterson,64,1,0,2023/05/05,2024/01/31,41.98980083,-87.74300492,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Forest Glen Station,19,0,0,2023/08/05,2023/12/16,41.97865701,-87.75562179,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Hiawatha & Mendota,38,1,0,2023/05/04,2024/01/09,42.00691569,-87.78,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Hiawatha Ave & Minnehaha Ave,17,0,0,2023/05/21,2023/08/17,41.9994575,-87.76054549,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Keating & Peterson,36,0,0,2023/05/23,2023/12/31,41.98991549,-87.74739456,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Kinzua Ave & Devon Ave,13,2,0,2023/05/12,2024/01/29,41.99771035,-87.77,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Kostner & Peterson,23,1,0,2023/05/03,2024/01/03,41.98990617,-87.74,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Leader & Caldwell,18,0,0,2023/05/05,2023/12/26,41.99,-87.75451362,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Lemont Ave & Keating Ave,24,0,0,2023/05/20,2023/12/11,41.99,-87.75,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Leoti Ave & Central Ave (south),8,0,0,2023/05/12,2023/08/09,41.99836791,-87.76359883,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Minnehaha Ave & Devon Ave,14,0,0,2023/05/04,2023/11/24,41.99740207,-87.76197648,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Peterson Park,18,0,0,2023/06/26,2023/12/26,41.97862589,-87.75563061,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Pulaski & Rosemont,70,3,0,2023/05/30,2024/01/08,41.99501083,-87.72903117,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Public Rack - Winona St & Elston Ave,25,0,0,2023/05/06,2023/12/01,41.97,-87.750529,FOREST GLEN,,,,,,,FOREST GLEN,0,89130893.64,0,12,12,0,0,74493.8216
Cottage Grove Ave & Oakwood Blvd,1056,21,0,2023/02/07,2024/01/31,41.82286317,-87.63122355,FULLER PARK,,,,,,,FULLER PARK,0,19916704.87,0,37,37,0,0,25339.08975
Princeton Ave & 47th St,542,14,1,2023/02/02,2024/01/31,41.80923319,-87.63354433,FULLER PARK,,,,,,,FULLER PARK,0,19916704.87,0,37,37,0,0,25339.08975
Princeton Ave & Garfield Blvd,412,10,1,2023/02/02,2024/01/31,41.79488313,-87.63332462,FULLER PARK,,,,,,,FULLER PARK,0,19916704.87,0,37,37,0,0,25339.08975
Public Rack - Princeton Ave & 43rd St,4,0,0,2023/02/28,2023/07/25,41.8159545,-87.63369317,FULLER PARK,,,,,,,FULLER PARK,0,19916704.87,0,37,37,0,0,25339.08975
Public Rack - State ST & 42nd St,52,1,0,2023/02/10,2024/01/12,41.8187485,-87.63,FULLER PARK,,,,,,,FULLER PARK,0,19916704.87,0,37,37,0,0,25339.08975
Shields Ave & 43rd St,213,4,0,2023/02/02,2024/01/31,41.81604123,-87.63499093,FULLER PARK,,,,,,,FULLER PARK,0,19916704.87,0,37,37,0,0,25339.08975
Artesian Ave & 55th St,139,2,0,2023/02/01,2024/01/13,41.79,-87.69,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Blackstone Ave & Hyde Park Blvd,4871,193,10,2023/02/01,2024/01/31,41.80186483,-87.68012498,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Campbell Ave & 51st St,140,2,0,2023/02/08,2024/01/29,41.8,-87.69,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Kedzie Ave & 48th Pl,813,32,0,2023/02/01,2024/01/31,41.8,-87.70440924,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Kedzie Ave & 52nd St,164,6,0,2023/02/05,2024/01/30,41.79898517,-87.7036075,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Kedzie Ave & 57th St,328,10,0,2023/02/04,2024/01/31,41.78972017,-87.70356183,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Christiana Ave & 55th St,1,0,0,2023/02/24,2023/02/24,41.79,-87.71,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Kedzie Ave & 54th Pl,6,0,0,2023/05/26,2023/11/30,41.79453967,-87.70370448,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Kedzie Ave & 54th St - SE,27,1,0,2023/02/04,2024/01/01,41.79,-87.70369005,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Kedzie Ave & 54th St - SW,15,1,0,2023/02/10,2024/01/28,41.79507017,-87.70374858,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Kedzie Ave & 58th St,46,0,0,2023/02/06,2023/11/30,41.78813267,-87.70390117,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
"Public Rack - Senka ""Edward Duke"" Park",3,0,0,2023/04/13,2023/09/08,41.79,-87.71094501,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Talman Ave & 51st St,4,0,0,2023/06/19,2023/08/25,41.80097508,-87.69106388,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Western Blvd & 49th St,216,6,0,2023/02/04,2024/01/31,41.8,-87.68419867,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Public Rack - Western Blvd & 53rd St,3,0,0,2023/05/26,2023/09/02,41.79675078,-87.68348551,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Rockwell St & 57th St,101,4,0,2023/02/06,2024/01/30,41.79,-87.69,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
St Louis Ave & Norman Bobbins Ave,166,11,0,2023/02/01,2024/01/28,41.79,-87.71134083,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Western Ave & 21st St,1724,54,0,2023/02/01,2024/01/31,41.7998048,-87.68592833,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Western Ave & Leland Ave,8162,213,5,2023/02/01,2024/01/31,41.78806957,-87.68968439,GAGE PARK,,,,,,,GAGE PARK,0,61284896.11,0,63,63,0,0,32294.19591
Lavergne Ave & 46th St,17,0,0,2023/03/04,2023/08/21,41.809298,-87.75,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Lawler Ave & 50th St,138,3,0,2023/02/14,2024/01/25,41.8,-87.75,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Michigan Ave & 8th St,17564,253,4,2023/02/01,2024/01/31,41.79230717,-87.79782317,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - 56th St & Mulligan Ave,46,2,0,2023/05/04,2024/01/30,41.79,-87.78006983,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Archer Park,3,0,0,2023/05/05,2023/12/01,41.8,-87.74,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Austin Ave & Archer Ave,11,0,0,2023/05/11,2023/08/26,41.79,-87.77153492,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Lamon Ave & Archer Ave,16,0,0,2023/07/01,2023/10/16,41.79821408,-87.74520552,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Linder & 51st,16,0,0,2023/05/04,2023/07/28,41.79987836,-87.76008785,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Linder Ave & Archer Ave,15,0,0,2023/05/20,2023/12/30,41.79589233,-87.76,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Lockwood & Archer,56,3,0,2023/05/03,2024/01/30,41.79660547,-87.76,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Mason & Archer,6,0,0,2023/05/09,2023/08/30,41.79,-87.77092087,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Mason Ave & Archer Ave,3,0,0,2023/07/21,2023/08/25,41.79419017,-87.7715162,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - McVicker & 52nd,4,0,0,2023/05/15,2023/08/24,41.79798933,-87.7731125,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Meade Ave & Archer Ave,23,2,0,2023/05/17,2024/01/04,41.79,-87.77436388,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Mobile Ave & Archer Ave,28,1,0,2023/05/03,2024/01/30,41.79,-87.78038667,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Mulligan Ave & 56th St,18,1,0,2023/05/05,2024/01/26,41.79,-87.78013383,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Neenah & Archer,6,0,0,2023/05/19,2023/12/04,41.79,-87.79,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Newcastle & Archer,7,0,0,2023/05/20,2023/09/29,41.79,-87.7929008,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Nordica & Archer,44,0,0,2023/05/05,2023/12/21,41.79,-87.8,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Normandy Ave & Archer Ave,12,0,0,2023/05/11,2023/12/21,41.79,-87.79,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Parkside & Archer,80,1,0,2023/05/12,2024/01/02,41.79557216,-87.76360309,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Rutherford & 53rd,5,0,0,2023/05/20,2023/08/08,41.795018,-87.790559,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Public Rack - Wentworth Park,9,0,0,2023/08/04,2023/11/17,41.78877117,-87.77978885,GARFIELD RIDGE,,,,,,,GARFIELD RIDGE,0,117890778.4,0,56,56,0,0,60080.44797
Cottage Grove Ave & 43rd St,1033,30,0,2023/02/01,2024/01/30,41.81617582,-87.60680473,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Cottage Grove Ave & 47th St,1317,37,0,2023/02/02,2024/01/31,41.80973399,-87.60701275,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Indiana Ave & 40th St,295,4,0,2023/02/03,2024/01/31,41.82155617,-87.6216,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
MLK Jr Dr & 47th St,759,8,0,2023/02/02,2024/01/30,41.80953693,-87.61649931,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Prairie Ave & 43rd St,906,24,0,2023/02/01,2024/01/31,41.81612551,-87.62011945,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - 532 E 43rd St,17,1,0,2023/04/13,2024/01/08,41.8166695,-87.61334252,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - Forrestville Ave & 47th St,44,0,0,2023/04/10,2023/12/26,41.80929411,-87.61332767,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - King Dr & Oakwood Blvd,4,0,0,2023/02/18,2023/09/08,41.82,-87.62,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - Langley Ave & 49th St,163,7,0,2023/02/07,2024/01/10,41.80486083,-87.61,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - Langley Ave & Oakwood Blvd,27,3,0,2023/04/18,2024/01/26,41.82,-87.61,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - Martin Luther King Dr & 44th St,63,12,0,2023/06/28,2024/01/24,41.814168,-87.61656117,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - Prairie Ave & 47th St,70,0,0,2023/02/09,2023/12/13,41.80921283,-87.62,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Public Rack - State St & 47th st,10,0,0,2023/05/25,2023/12/31,41.80878162,-87.62778246,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
State St & Pershing Rd,210,2,0,2023/02/05,2024/01/31,41.82298367,-87.6266305,GRAND BOULEVARD,,,,,,,GRAND BOULEVARD,0,48492503.16,0,38,38,0,0,28196.83716
Calumet Ave & 71st St,204,10,1,2023/02/02,2024/01/30,41.76545787,-87.61700833,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Cottage Grove Ave & 71st St,96,0,0,2023/02/04,2023/12/25,41.765711,-87.60514767,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Cottage Grove Ave & 78th St,68,2,0,2023/02/18,2024/01/21,41.753161,-87.60507917,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Evans Ave & 75th St,139,8,1,2023/02/01,2024/01/28,41.75841983,-87.60650967,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
MLK Jr Dr & 63rd St,234,5,0,2023/02/26,2024/01/27,41.7800145,-87.616184,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Michigan Ave & 71st St,281,7,0,2023/02/06,2024/01/30,41.76518536,-87.62186539,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Perry Ave & 69th St,337,9,0,2023/02/02,2024/01/29,41.76918617,-87.62831883,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Calumet Ave & 71st St,1,0,0,2023/09/08,2023/09/08,41.76560342,-87.61691713,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Cottage Grove Ave & 75th St,1,0,0,2023/03/05,2023/03/05,41.76,-87.61,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Kimbark Ave & 67th St,7,0,0,2023/05/17,2023/11/03,41.77,-87.59452903,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - King Dr & 71st St,16,0,0,2023/04/21,2023/12/30,41.76575183,-87.62,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Martin Luther King Dr & 69th St,2,0,0,2023/03/20,2023/12/13,41.76921499,-87.62,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Michigan Ave & 67th St,2,0,0,2023/06/05,2023/08/18,41.77186275,-87.62179613,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Paul Revere Elementary School,3,0,0,2023/06/11,2023/09/10,41.76446183,-87.6004858,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Public Rack - Prairie Ave & 78th St,2,0,0,2023/12/05,2023/12/17,41.75195324,-87.61818957,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Rhodes Ave & 71st St,25,1,0,2023/02/06,2024/01/07,41.76598183,-87.61175783,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
State St & 76th St,63,3,0,2023/02/11,2024/01/28,41.756971,-87.62465131,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Vernon Ave & 75th St,171,8,0,2023/02/02,2024/01/30,41.758257,-87.61430383,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Vincennes Ave & 75th St,81,4,0,2023/02/11,2024/01/25,41.75790703,-87.63125944,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Woodlawn Ave & 75th St,105,4,0,2023/02/05,2024/01/22,41.75914598,-87.59582865,GREATER GRAND CROSSING,,,,,,,GREATER GRAND CROSSING,0,98853167.71,0,69,69,0,0,54645.3303
Avenue O & 118th St,68,2,0,2023/02/19,2024/01/08,41.68095207,-87.53810525,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Avenue O & 134th St,102,0,0,2023/02/02,2023/10/25,41.65176177,-87.54085004,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Commercial Ave & 130th St,184,3,0,2023/02/01,2024/01/29,41.65903425,-87.55085707,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Hegewisch Metra Station,104,6,0,2023/02/06,2024/01/29,41.64850076,-87.54633267,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Public Rack - Avenue M & 132nd St,3,0,0,2023/03/28,2023/12/30,41.655665,-87.54,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Public Rack - Baltimore Ave & 132nd St,7,0,0,2023/05/30,2023/09/24,41.65509105,-87.547189,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Public Rack - Baltimore Ave & 133rd St,31,2,0,2023/02/07,2024/01/25,41.65,-87.55,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Public Rack - Baltimore Ave & 134th St,2,0,0,2023/06/02,2023/08/04,41.65136385,-87.54729188,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Public Rack - Houston Ave & 130th St,2,0,0,2023/03/08,2023/04/21,41.66,-87.55,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Public Rack - Houston Ave & 131st St,17,1,0,2023/02/09,2024/01/08,41.65679983,-87.55,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Torrence Ave & 126th Pl,56,3,0,2023/02/12,2024/01/29,41.6662513,-87.55722857,HEGEWISCH,,,,,,,HEGEWISCH,0,145965741.4,0,55,55,0,0,73692.38213
Karlov Ave & Armitage Ave,61,28,0,2023/10/21,2024/01/31,41.91738567,-87.72904567,HERMOSA,,,,,,,HERMOSA,0,32602059.41,0,20,20,0,0,27179.01744
Kenosha & Wellington,442,0,0,2023/02/01,2023/09/27,41.93,-87.73390436,HERMOSA,,,,,,,HERMOSA,0,32602059.41,0,20,20,0,0,27179.01744
Kenosha Ave & Wellington Ave,122,23,0,2023/09/28,2024/01/31,41.93432558,-87.73387718,HERMOSA,,,,,,,HERMOSA,0,32602059.41,0,20,20,0,0,27179.01744
